seed,model_year_index,month,temperature_mean_c,temperature_daily_max_mean_c,temperature_daily_min_mean_c,precipitation_native_30d_mm,sunshine_native_30d_hours,humidity_pct,wind_m_s,ice_days_native_30d,frost_days_native_30d,summer_days_native_30d,heat_days_native_30d,snow_cover_days_native_30d,precip_days_ge_1mm_native_30d,precip_days_ge_5mm_native_30d,precip_days_ge_10mm_native_30d,precip_days_ge_50mm_native_30d,precipitation_total_mm,sunshine_hours,ice_days,frost_days,summer_days,heat_days,snow_cover_days,precip_days_ge_1mm,precip_days_ge_5mm,precip_days_ge_10mm,precip_days_ge_50mm,sunshine_pct,month_label
3269,6,5,13.264856944444443,19.724566666666664,6.633366666666666,85.609,183.383,72.57321527777778,2.0620375,0,0,0,0,0,13,4,4,0,88.46263333333333,189.4957666666667,0.0,0.0,0.0,0.0,0.0,13.433333333333334,4.133333333333333,4.133333333333333,0.0,40.42835097001763,May
3269,6,6,16.82707222222222,23.516866666666665,10.227066666666667,104.167,225.288,72.4102625,2.0587097222222224,0,0,8,0,0,10,8,4,0,104.167,225.288,0.0,0.0,8.0,0.0,0.0,10.0,8.0,4.0,0.0,47.11166875784192,Jun
3269,6,7,19.090427777777776,26.292433333333335,12.1517,117.693,245.218,71.40890694444444,1.9921416666666665,0,0,23,2,0,9,7,4,0,121.61609999999999,253.3919333333333,0.0,0.0,23.76666666666667,2.0666666666666664,0.0,9.299999999999999,7.233333333333333,4.133333333333333,0.0,52.464270432178004,Jul
3269,6,8,18.142705555555555,25.48773333333333,10.875133333333334,93.548,243.465,73.63594722222223,1.7701,0,0,18,2,0,7,6,3,0,96.66626666666666,251.58050000000003,0.0,0.0,18.599999999999998,2.0666666666666664,0.0,7.233333333333333,6.2,3.1,0.0,56.79146256123163,Aug
3269,6,9,14.219127777777778,20.119766666666667,8.4462,155.847,177.544,79.90688194444444,1.798836111111111,0,0,0,0,0,14,12,7,0,155.847,177.544,0.0,0.0,0.0,0.0,0.0,14.0,12.0,7.0,0.0,46.85774610715228,Sep
3269,6,10,9.36364861111111,14.7766,4.0801,63.834,116.273,84.48368333333333,1.6422291666666666,0,0,0,0,0,9,5,1,0,65.96180000000001,120.14876666666666,0.0,0.0,0.0,0.0,0.0,9.299999999999999,5.166666666666666,1.0333333333333332,0.0,35.29842137219186,Oct
3269,6,11,4.330977777777778,8.3417,0.07043333333333335,95.425,61.766,86.71973194444445,1.6863680555555556,0,14,0,0,3,12,6,4,0,95.425,61.76599999999999,0.0,14.0,0.0,0.0,3.0,12.0,6.0,4.0,0.0,21.83315659243549,Nov
3269,6,12,1.124473611111111,4.602666666666667,-2.5384333333333333,154.692,52.972,87.29425833333333,1.8837069444444445,0,30,0,0,13,11,9,7,0,159.84840000000003,54.73773333333334,0.0,31.0,0.0,0.0,13.433333333333334,11.366666666666665,9.299999999999999,7.233333333333333,0.0,20.531782945736435,Dec
3270,7,1,0.21295694444444446,3.799666666666667,-3.517866666666667,24.750999999999998,62.46,84.11654166666668,1.8393888888888887,0,30,0,0,15,4,1,1,0,25.57603333333333,64.542,0.0,31.0,0.0,0.0,15.5,4.133333333333333,1.0333333333333332,1.0333333333333332,0.0,23.13333333333334,Jan
3270,7,2,1.0102930555555556,5.2062333333333335,-3.3526666666666665,103.249,102.009,80.08898888888889,2.026397222222222,0,30,0,0,7,8,6,4,0,97.28350233694333,96.11514678001,0.0,28.2666667,0.0,0.0,6.595555563333333,7.537777786666666,5.65333334,3.768888893333333,0.0,32.72666025024061,Feb
3270,7,3,5.159766666666667,10.1232,0.06666666666666667,72.028,149.655,73.92074027777777,2.2807513888888886,0,13,0,0,0,8,4,2,0,74.42893333333335,154.64350000000002,0.0,13.433333333333334,0.0,0.0,0.0,8.266666666666666,4.133333333333333,2.0666666666666664,0.0,41.8498322147651,Mar
3270,7,4,8.778843055555557,14.9407,2.6533333333333333,84.873,183.699,70.99921388888889,2.1833722222222223,0,2,0,0,0,11,4,2,0,84.873,183.699,0.0,2.0,0.0,0.0,0.0,11.0,4.0,2.0,0.0,44.85934065934066,Apr
3270,7,5,13.357972222222223,19.733900000000002,6.963033333333333,74.86399999999999,179.586,72.4167361111111,2.0337513888888887,0,0,0,0,0,8,6,3,0,77.35946666666665,185.5722,0.0,0.0,0.0,0.0,0.0,8.266666666666666,6.2,3.1,0.0,39.59126984126984,May
3270,7,6,16.77024722222222,23.745633333333334,8.906266666666665,133.81,214.651,73.24555694444444,2.114026388888889,0,0,8,0,0,12,8,7,0,133.81,214.651,0.0,0.0,8.0,0.0,0.0,12.0,8.0,7.0,0.0,44.88728565453786,Jun
3270,7,7,18.573987499999998,27.307066666666667,9.863333333333333,91.99,235.306,72.02955277777778,1.9893500000000002,0,0,25,4,0,10,7,3,0,95.05633333333333,243.14953333333335,0.0,0.0,25.833333333333336,4.133333333333333,0.0,10.333333333333332,7.233333333333333,3.1,0.0,50.34360290971331,Jul
3270,7,8,17.8106,25.16433333333333,10.0966,74.126,241.044,73.69010694444445,1.764261111111111,0,0,12,0,0,8,5,3,0,76.59686666666667,249.07880000000003,0.0,0.0,12.4,0.0,0.0,8.266666666666666,5.166666666666666,3.1,0.0,56.22673198040588,Aug
3270,7,9,14.150869444444444,20.191133333333333,8.048233333333334,120.181,164.472,79.39314027777777,1.777076388888889,0,0,0,0,0,10,7,4,0,120.18099999999998,164.472,0.0,0.0,0.0,0.0,0.0,10.0,7.0,4.0,0.0,43.40775930324624,Sep
3270,7,10,9.2020625,14.296166666666666,4.081133333333333,66.652,117.765,84.80814583333334,1.7129791666666667,0,0,0,0,0,10,7,2,0,68.87373333333333,121.6905,0.0,0.0,0.0,0.0,0.0,10.333333333333332,7.233333333333333,2.0666666666666664,0.0,35.75136612021858,Oct
3270,7,11,4.585954166666666,8.7849,0.30413333333333337,34.811,76.664,85.92045138888889,1.648248611111111,0,11,0,0,0,5,2,1,0,34.811,76.664,0.0,11.0,0.0,0.0,0.0,5.0,2.0,1.0,0.0,27.099328384588198,Nov
3270,7,12,0.9453819444444445,4.788433333333333,-2.6767666666666665,68.583,54.881,86.46831944444445,1.8864416666666666,0,30,0,0,4,5,4,3,0,70.86909999999999,56.710366666666665,0.0,31.0,0.0,0.0,4.133333333333333,5.166666666666666,4.133333333333333,3.1,0.0,21.27170542635659,Dec
3271,8,1,0.16936527777777777,3.6357,-3.2184000000000004,87.869,67.902,85.2058611111111,1.883761111111111,0,30,0,0,16,10,7,4,0,90.79796666666667,70.16539999999999,0.0,31.0,0.0,0.0,16.53333333333333,10.333333333333332,7.233333333333333,4.133333333333333,0.0,25.148888888888894,Jan
3271,8,2,0.8891791666666666,4.6113,-3.0281333333333333,86.268,105.701,80.16679583333332,2.080265277777778,0,30,0,0,4,10,5,4,0,81.28362676251999,99.59383122855665,0.0,28.2666667,0.0,0.0,3.768888893333333,9.422222233333333,4.711111116666666,3.768888893333333,0.0,33.91113249919794,Feb
3271,8,3,5.178640277777777,10.492366666666667,-0.24503333333333333,71.78800000000001,151.583,73.7733986111111,2.2652236111111113,0,12,0,0,3,10,5,1,0,74.18093333333334,156.63576666666668,0.0,12.4,0.0,0.0,3.1,10.333333333333332,5.166666666666666,1.0333333333333332,0.0,42.38898210290827,Mar
3271,8,4,9.002131944444445,15.5207,2.802433333333333,40.827,178.632,70.39980555555556,2.1650625,0,1,0,0,0,6,4,0,0,40.827,178.632,0.0,1.0,0.0,0.0,0.0,6.0,4.0,0.0,0.0,43.62197802197802,Apr
3271,8,5,13.122945833333334,19.1062,6.721166666666666,125.857,189.033,73.221475,2.059548611111111,0,0,0,0,0,11,7,5,0,130.05223333333333,195.3341,0.0,0.0,0.0,0.0,0.0,11.366666666666665,7.233333333333333,5.166666666666666,0.0,41.6739417989418,May
3271,8,6,16.18925972222222,22.9393,9.004033333333332,166.034,212.092,73.70042916666667,2.0856416666666666,0,0,4,0,0,12,7,5,0,166.034,212.092,0.0,0.0,4.0,0.0,0.0,12.0,7.0,5.0,0.0,44.352153910497705,Jun
3271,8,7,18.525777777777776,26.852233333333334,10.218766666666665,90.17099999999999,232.09,71.55081388888888,1.964415277777778,0,0,21,3,0,9,5,4,0,93.17669999999998,239.82633333333334,0.0,0.0,21.7,3.1,0.0,9.299999999999999,5.166666666666666,4.133333333333333,0.0,49.65554129225503,Jul
3271,8,8,18.26791111111111,25.8003,10.353533333333333,109.602,230.395,73.62509722222222,1.7137444444444445,0,0,18,2,0,12,9,5,0,113.2554,238.07483333333334,0.0,0.0,18.599999999999998,2.0666666666666664,0.0,12.4,9.299999999999999,5.166666666666666,0.0,53.74271052017728,Aug
3271,8,9,13.949229166666667,20.09786666666667,7.632933333333333,92.954,172.097,79.94095555555556,1.7951722222222224,0,0,0,0,0,9,6,3,0,92.954,172.097,0.0,0.0,0.0,0.0,0.0,9.0,6.0,3.0,0.0,45.42016363156505,Sep
3271,8,10,9.49072638888889,14.494766666666667,4.194966666666667,124.327,119.461,84.88580972222222,1.6884222222222223,0,0,0,0,0,9,7,3,0,128.47123333333332,123.44303333333333,0.0,0.0,0.0,0.0,0.0,9.299999999999999,7.233333333333333,3.1,0.0,36.26624165148755,Oct
3271,8,11,4.233288888888889,8.469666666666667,0.016199999999999985,156.466,57.266,87.38001944444444,1.670825,0,16,0,0,6,15,9,6,0,156.466,57.266,0.0,16.0,0.0,0.0,6.0,15.0,9.0,6.0,0.0,20.24248851184164,Nov
3271,8,12,0.7797097222222222,4.3046,-2.704466666666667,53.47,55.332,86.44584305555556,1.89285,0,30,0,0,5,9,5,1,0,55.25233333333333,57.1764,0.0,31.0,0.0,0.0,5.166666666666666,9.299999999999999,5.166666666666666,1.0333333333333332,0.0,21.446511627906975,Dec
3272,9,1,0.2724347222222222,3.5548,-3.1285000000000003,112.272,63.160000000000004,84.89468749999999,1.9389527777777777,0,30,0,0,13,10,8,4,0,116.01440000000001,65.26533333333333,0.0,31.0,0.0,0.0,13.433333333333334,10.333333333333332,8.266666666666666,4.133333333333333,0.0,23.392592592592596,Jan
3272,9,2,1.2529055555555557,5.1254,-2.715533333333333,102.724,86.433,79.90192916666666,2.0616430555555554,0,29,0,0,11,10,10,4,0,96.78883566969333,81.43909342937,0.0,27.324444476666667,0.0,0.0,10.364444456666666,9.422222233333333,9.422222233333333,3.768888893333333,0.0,27.729547641963425,Feb
3272,9,3,5.166445833333333,10.2431,-0.023400000000000008,40.949,157.319,73.4199763888889,2.2083166666666667,0,15,0,0,0,10,3,1,0,42.313966666666666,162.56296666666665,0.0,15.5,0.0,0.0,0.0,10.333333333333332,3.1,1.0333333333333332,0.0,43.99300894854586,Mar
3272,9,4,9.129541666666666,15.6367,2.5639,71.402,191.442,70.8192763888889,2.197026388888889,0,3,0,0,0,8,5,3,0,71.402,191.442,0.0,3.0,0.0,0.0,0.0,8.0,5.0,3.0,0.0,46.750183150183155,Apr
3272,9,5,13.433570833333333,19.662166666666668,6.787133333333333,130.6,212.397,73.10648472222222,2.1027263888888887,0,0,0,0,0,12,9,5,0,134.95333333333335,219.47689999999997,0.0,0.0,0.0,0.0,0.0,12.4,9.299999999999999,5.166666666666666,0.0,46.82473544973545,May
3272,9,6,16.989183333333333,23.970533333333332,9.8216,161.029,214.781,73.057175,2.105669444444444,0,0,8,0,0,17,11,6,0,161.029,214.781,0.0,0.0,8.0,0.0,0.0,17.0,11.0,6.0,0.0,44.914470932664166,Jun
3272,9,7,17.660995833333335,26.120033333333332,8.885533333333335,60.444,226.191,72.14416388888888,1.915822222222222,0,0,14,5,0,9,7,1,0,62.458800000000004,233.73069999999998,0.0,0.0,14.466666666666667,5.166666666666666,0.0,9.299999999999999,7.233333333333333,1.0333333333333332,0.0,48.39345314505776,Jul
3272,9,8,18.09485,26.117133333333335,10.2384,72.827,246.012,73.62970138888889,1.7034402777777777,0,0,21,2,0,8,5,3,0,75.25456666666666,254.2124,0.0,0.0,21.7,2.0666666666666664,0.0,8.266666666666666,5.166666666666666,3.1,0.0,57.38558432470259,Aug
3272,9,9,14.105347222222223,20.038666666666664,7.637633333333333,96.58500000000001,182.411,79.68584861111111,1.8086222222222221,0,0,0,0,0,11,7,4,0,96.58500000000001,182.411,0.0,0.0,0.0,0.0,0.0,11.0,7.0,4.0,0.0,48.14225389284771,Sep
3272,9,10,9.159834722222223,14.188066666666666,4.039166666666667,62.251999999999995,112.965,84.73837499999999,1.6792027777777778,0,0,0,0,0,11,4,2,0,64.32706666666665,116.7305,0.0,0.0,0.0,0.0,0.0,11.366666666666665,4.133333333333333,2.0666666666666664,0.0,34.29417122040073,Oct
3272,9,11,4.144347222222222,8.148900000000001,-0.3936666666666666,49.175,70.614,86.51507638888889,1.6508888888888889,0,18,0,0,1,8,4,1,0,49.175,70.614,0.0,18.0,0.0,0.0,1.0,8.0,4.0,1.0,0.0,24.96076352067869,Nov
3272,9,12,0.8775277777777777,4.369366666666666,-2.5,28.13,55.707,86.50810277777778,1.8930819444444444,0,29,0,0,6,7,2,0,0,29.067666666666668,57.5639,0.0,29.96666666666667,0.0,0.0,6.2,7.233333333333333,2.0666666666666664,0.0,0.0,21.591860465116277,Dec
3273,10,1,0.37601388888888887,3.9617333333333336,-3.3004000000000002,51.094,64.793,84.57153194444443,1.8489819444444444,0,30,0,0,6,6,4,3,0,52.797133333333335,66.95276666666668,0.0,31.0,0.0,0.0,6.2,6.2,4.133333333333333,3.1,0.0,23.997407407407415,Jan
3273,10,2,1.2702972222222222,5.039599999999999,-2.685466666666667,59.446,96.35900000000001,79.53762222222221,2.0908208333333334,0,30,0,0,9,7,5,2,0,56.01134228827333,90.79159121817668,0.0,28.2666667,0.0,0.0,8.48000001,6.595555563333333,4.711111116666666,1.8844444466666666,0.0,30.914019890920756,Feb
3273,10,3,5.112140277777778,10.261066666666666,-0.2116666666666667,56.009,128.812,73.49823055555557,2.264222222222222,0,18,0,0,0,11,3,1,0,57.87596666666666,133.10573333333335,0.0,18.599999999999998,0.0,0.0,0.0,11.366666666666665,3.1,1.0333333333333332,0.0,36.02125279642058,Mar
3273,10,4,8.973852777777777,15.207233333333333,2.7453,120.076,166.475,71.01615277777778,2.2139458333333333,0,0,0,0,0,14,9,3,0,120.076,166.475,0.0,0.0,0.0,0.0,0.0,14.0,9.0,3.0,0.0,40.653235653235654,Apr
3273,10,5,13.246144444444443,19.882533333333335,6.597766666666667,158.277,191.031,72.91864305555555,2.0952625,0,0,0,0,0,15,10,5,0,163.55289999999997,197.3987,0.0,0.0,0.0,0.0,0.0,15.5,10.333333333333332,5.166666666666666,0.0,42.114417989417994,May
3273,10,6,17.230406944444443,24.396166666666666,9.947833333333334,139.621,197.72,72.84748333333333,2.1160597222222224,0,0,8,0,0,10,7,6,0,139.621,197.72,0.0,0.0,8.0,0.0,0.0,10.0,7.0,6.0,0.0,41.34671685487245,Jun
3273,10,7,18.68148472222222,26.154966666666667,10.500499999999999,57.318999999999996,263.1,71.56405694444445,1.962461111111111,0,0,22,2,0,7,4,3,0,59.229633333333325,271.87000000000006,0.0,0.0,22.73333333333333,2.0666666666666664,0.0,7.233333333333333,4.133333333333333,3.1,0.0,56.29011553273428,Jul
3273,10,8,17.85675277777778,25.175900000000002,10.287433333333333,106.67999999999999,197.21,74.33001666666665,1.765490277777778,0,0,18,0,0,8,6,3,0,110.23599999999999,203.78366666666668,0.0,0.0,18.599999999999998,0.0,0.0,8.266666666666666,6.2,3.1,0.0,46.00186610683462,Aug
3273,10,9,14.075377777777778,20.319399999999998,8.296566666666667,69.41,169.94400000000002,79.5451638888889,1.7625041666666665,0,0,0,0,0,8,6,3,0,69.41,169.94400000000002,0.0,0.0,0.0,0.0,0.0,8.0,6.0,3.0,0.0,44.85193982581156,Sep
3273,10,10,9.468854166666667,14.168133333333333,4.549666666666667,189.816,128.074,85.04154166666667,1.755673611111111,0,0,0,0,0,12,11,9,0,196.1432,132.34313333333333,0.0,0.0,0.0,0.0,0.0,12.4,11.366666666666665,9.299999999999999,0.0,38.88099574984821,Oct
3273,10,11,3.909697222222222,8.3299,-0.4134333333333334,97.922,62.691,86.75595277777778,1.6906652777777778,0,22,0,0,2,7,7,5,0,97.922,62.691,0.0,22.0,0.0,0.0,2.0,7.0,7.0,5.0,0.0,22.16012725344645,Nov
3273,10,12,0.8963444444444445,4.515366666666667,-2.6297333333333333,137.886,52.667,87.08894166666667,1.8822930555555557,0,30,0,0,9,11,8,7,0,142.48219999999998,54.42256666666667,0.0,31.0,0.0,0.0,9.299999999999999,11.366666666666665,8.266666666666666,7.233333333333333,0.0,20.413565891472867,Dec
3274,11,1,0.007866666666666668,3.4759333333333333,-3.4606,98.952,71.93,84.94851944444444,1.8072680555555556,0,30,0,0,22,11,6,3,0,102.2504,74.32766666666667,0.0,31.0,0.0,0.0,22.73333333333333,11.366666666666665,6.2,3.1,0.0,26.64074074074075,Jan
3274,11,2,1.1895763888888888,4.9125,-2.8459333333333334,60.647999999999996,101.201,79.7809513888889,2.044852777777778,0,30,0,0,8,6,4,2,0,57.14389340071999,95.35383122355665,0.0,28.2666667,0.0,0.0,7.537777786666666,5.65333334,3.768888893333333,1.8844444466666666,0.0,32.46743663779274,Feb
3274,11,3,5.312758333333333,10.8133,0.0047000000000000045,57.11,148.62,73.27801944444444,2.268076388888889,0,14,0,0,0,7,5,2,0,59.013666666666666,153.57399999999998,0.0,14.466666666666667,0.0,0.0,0.0,7.233333333333333,5.166666666666666,2.0666666666666664,0.0,41.560402684563755,Mar
3274,11,4,9.138425000000002,15.519033333333335,2.909966666666667,160.393,175.588,71.14032361111111,2.1852541666666667,0,1,0,0,0,16,12,7,0,160.393,175.588,0.0,1.0,0.0,0.0,0.0,16.0,12.0,7.0,0.0,42.878632478632476,Apr
3274,11,5,12.929097222222223,19.2927,6.354133333333333,150.689,158.294,73.42825416666666,2.0822944444444444,0,0,0,0,0,14,7,6,0,155.71196666666665,163.57046666666668,0.0,0.0,0.0,0.0,0.0,14.466666666666667,7.233333333333333,6.2,0.0,34.89726631393298,May
3274,11,6,16.345806944444444,23.652966666666664,8.939733333333333,101.90299999999999,215.709,73.02547777777778,2.041726388888889,0,0,10,0,0,9,6,3,0,101.90299999999999,215.709,0.0,0.0,10.0,0.0,0.0,9.0,6.0,3.0,0.0,45.10853199498119,Jun
3274,11,7,18.449190277777777,26.67503333333333,10.458966666666667,61.742,236.963,71.81172777777778,1.9899444444444443,0,0,23,1,0,10,5,2,0,63.80006666666666,244.86176666666665,0.0,0.0,23.76666666666667,1.0333333333333332,0.0,10.333333333333332,5.166666666666666,2.0666666666666664,0.0,50.69811724433034,Jul
3274,11,8,18.338106944444444,26.219299999999997,10.209633333333333,205.32,193.441,74.40368472222221,1.7815333333333332,0,0,18,3,0,14,11,11,0,212.164,199.88903333333332,0.0,0.0,18.599999999999998,3.1,0.0,14.466666666666667,11.366666666666665,11.366666666666665,0.0,45.12269652437602,Aug
3274,11,9,14.036145833333334,20.113666666666667,7.997033333333333,53.059,174.745,79.59991944444444,1.8360291666666666,0,0,0,0,0,7,3,2,0,53.059,174.745,0.0,0.0,0.0,0.0,0.0,7.0,3.0,2.0,0.0,46.11902876748482,Sep
3274,11,10,9.189170833333332,14.025866666666667,4.232233333333333,78.426,123.637,84.83761527777777,1.6866458333333334,0,0,0,0,0,9,4,4,0,81.0402,127.75823333333334,0.0,0.0,0.0,0.0,0.0,9.299999999999999,4.133333333333333,4.133333333333333,0.0,37.53400121432908,Oct
3274,11,11,3.854833333333333,8.0513,-0.2936666666666667,92.15,66.211,86.59174722222222,1.625661111111111,0,19,0,0,3,10,7,4,0,92.15,66.211,0.0,19.0,0.0,0.0,3.0,10.0,7.0,4.0,0.0,23.404383174266524,Nov
3274,11,12,0.38763333333333333,3.911266666666667,-3.3231333333333333,168.64,47.673,87.79964583333334,1.9283944444444443,0,30,0,0,16,15,8,6,0,174.26133333333334,49.2621,0.0,31.0,0.0,0.0,16.53333333333333,15.5,8.266666666666666,6.2,0.0,18.477906976744187,Dec
3275,12,1,0.04637361111111111,3.581,-3.4267333333333334,123.29599999999999,63.839,85.03702916666666,1.883238888888889,0,30,0,0,16,11,7,5,0,127.40586666666665,65.96696666666666,0.0,31.0,0.0,0.0,16.53333333333333,11.366666666666665,7.233333333333333,5.166666666666666,0.0,23.644074074074076,Jan
3275,12,2,1.0023597222222222,4.614966666666667,-2.8734666666666664,104.90599999999999,91.71900000000001,80.19724166666667,2.002372222222222,0,29,0,0,11,15,8,3,0,98.84476456100666,86.41968010191,0.0,27.324444476666667,0.0,0.0,10.364444456666666,14.13333335,7.537777786666666,2.82666667,0.0,29.42540904716073,Feb
3275,12,3,5.090648611111111,10.112233333333332,0.020533333333333317,38.326,161.184,73.65661388888888,2.3001152777777776,0,16,0,0,0,4,3,2,0,39.60353333333334,166.55679999999998,0.0,16.53333333333333,0.0,0.0,0.0,4.133333333333333,3.1,2.0666666666666664,0.0,45.0738255033557,Mar
3275,12,4,8.596620833333333,15.020066666666667,2.592966666666667,112.614,175.64000000000001,71.54829305555556,2.1664902777777777,0,0,0,0,0,12,10,5,0,112.614,175.64000000000001,0.0,0.0,0.0,0.0,0.0,12.0,10.0,5.0,0.0,42.89133089133089,Apr
3275,12,5,13.144008333333334,19.828066666666665,6.3327333333333335,81.216,219.646,72.71169166666667,2.1307194444444444,0,0,0,0,0,10,4,2,0,83.9232,226.96753333333334,0.0,0.0,0.0,0.0,0.0,10.333333333333332,4.133333333333333,2.0666666666666664,0.0,48.422839506172835,May
3275,12,6,16.945375,24.316066666666664,9.8806,133.899,208.344,72.87231388888888,2.0809569444444445,0,0,12,0,0,11,8,4,0,133.899,208.344,0.0,0.0,12.0,0.0,0.0,11.0,8.0,4.0,0.0,43.568381430363864,Jun
3275,12,7,19.109269444444447,26.96333333333333,10.869933333333334,107.662,242.157,71.65020555555556,1.919526388888889,0,0,21,5,0,9,7,3,0,111.25073333333333,250.22890000000004,0.0,0.0,21.7,5.166666666666666,0.0,9.299999999999999,7.233333333333333,3.1,0.0,51.80937098844673,Jul
3275,12,8,18.486716666666666,26.166,10.693066666666665,154.263,210.642,74.17714027777778,1.7908319444444445,0,0,19,5,0,10,9,8,0,159.4051,217.6634,0.0,0.0,19.633333333333333,5.166666666666666,0.0,10.333333333333332,9.299999999999999,8.266666666666666,0.0,49.135059482155356,Aug
3275,12,9,13.779820833333334,19.5215,8.011933333333333,104.86699999999999,175.527,79.68081666666667,1.7908097222222221,0,0,0,0,0,7,5,4,0,104.86699999999999,175.527,0.0,0.0,0.0,0.0,0.0,7.0,5.0,4.0,0.0,46.32541567695961,Sep
3275,12,10,9.436579166666666,14.4964,4.167133333333333,14.59,117.107,83.8969236111111,1.6641430555555556,0,0,0,0,0,3,1,0,0,15.076333333333334,121.01056666666668,0.0,0.0,0.0,0.0,0.0,3.1,1.0333333333333332,0.0,0.0,35.55160898603521,Oct
3275,12,11,4.187133333333334,8.369766666666667,-0.2505,53.314,64.836,86.36750555555555,1.6531069444444446,0,20,0,0,3,8,5,3,0,53.314,64.836,0.0,20.0,0.0,0.0,3.0,8.0,5.0,3.0,0.0,22.91834570519618,Nov
3275,12,12,0.8567208333333334,4.3918,-2.6942333333333335,44.685,58.882,86.35584722222221,1.8162958333333334,0,30,0,0,3,8,5,0,0,46.1745,60.84473333333333,0.0,31.0,0.0,0.0,3.1,8.266666666666666,5.166666666666666,0.0,0.0,22.822480620155037,Dec
3276,13,1,-0.12737361111111112,3.3658,-3.6858999999999997,108.01400000000001,63.918,85.31207916666668,1.8985972222222223,0,30,0,0,18,10,9,4,0,111.61446666666669,66.0486,0.0,31.0,0.0,0.0,18.599999999999998,10.333333333333332,9.299999999999999,4.133333333333333,0.0,23.67333333333334,Jan
3276,13,2,1.1496527777777779,4.9859333333333336,-2.705233333333333,44.323,101.422,79.47858472222222,2.067284722222222,0,30,0,0,4,5,3,2,0,41.762115604803334,95.56206233491332,0.0,28.2666667,0.0,0.0,3.768888893333333,4.711111116666666,2.82666667,1.8844444466666666,0.0,32.538338145652865,Feb
3276,13,3,5.1768833333333335,10.385466666666668,-0.04063333333333333,86.339,138.875,73.59164583333333,2.2916652777777773,0,15,0,0,2,10,5,2,0,89.21696666666666,143.50416666666666,0.0,15.5,0.0,0.0,2.0666666666666664,10.333333333333332,5.166666666666666,2.0666666666666664,0.0,38.83529082774049,Mar
3276,13,4,9.044212499999999,15.3656,2.7275666666666667,51.01,172.266,70.46677361111112,2.182752777777778,0,1,0,0,0,5,3,2,0,51.01,172.266,0.0,1.0,0.0,0.0,0.0,5.0,3.0,2.0,0.0,42.06739926739927,Apr
3276,13,5,12.860822222222222,19.0047,6.3741666666666665,140.364,181.875,73.48731111111111,2.100236111111111,0,0,0,0,0,12,11,10,0,145.0428,187.9375,0.0,0.0,0.0,0.0,0.0,12.4,11.366666666666665,10.333333333333332,0.0,40.09589947089947,May
3276,13,6,16.669845833333333,23.841333333333335,9.561466666666666,152.46699999999998,208.37,73.26908472222222,2.081023611111111,0,0,8,0,0,12,9,7,0,152.46699999999998,208.37,0.0,0.0,8.0,0.0,0.0,12.0,9.0,7.0,0.0,43.57381848598913,Jun
3276,13,7,18.873595833333333,26.426333333333332,10.8109,66.843,249.725,71.29195277777778,1.9484972222222223,0,0,21,3,0,8,5,2,0,69.0711,258.0491666666667,0.0,0.0,21.7,3.1,0.0,8.266666666666666,5.166666666666666,2.0666666666666664,0.0,53.428540864356016,Jul
3276,13,8,18.1719125,26.0372,10.104199999999999,59.5,253.475,73.35515000000001,1.7715916666666667,0,0,22,0,0,8,5,3,0,61.483333333333334,261.9241666666667,0.0,0.0,22.73333333333333,0.0,0.0,8.266666666666666,5.166666666666666,3.1,0.0,59.126428738045256,Aug
3276,13,9,13.825159722222223,19.962566666666664,7.2686,133.18,166.649,80.32638194444444,1.748301388888889,0,0,0,0,0,13,7,6,0,133.18,166.649,0.0,0.0,0.0,0.0,0.0,13.0,7.0,6.0,0.0,43.98231723409871,Sep
3276,13,10,9.080080555555556,14.399833333333333,3.903,106.238,113.201,84.75921388888888,1.6861472222222222,0,0,0,0,0,11,7,5,0,109.77926666666666,116.97436666666667,0.0,0.0,0.0,0.0,0.0,11.366666666666665,7.233333333333333,5.166666666666666,0.0,34.36581663630843,Oct
3276,13,11,4.222827777777778,8.710433333333333,-0.07683333333333335,38.344,67.447,86.37187777777778,1.6708458333333334,0,16,0,0,1,5,3,3,0,38.344,67.447,0.0,16.0,0.0,0.0,1.0,5.0,3.0,3.0,0.0,23.841286673736306,Nov
3276,13,12,0.7035236111111111,3.9175666666666666,-2.865533333333333,38.005,52.549,86.47582916666667,1.874938888888889,0,30,0,0,6,8,3,1,0,39.27183333333334,54.30063333333334,0.0,31.0,0.0,0.0,6.2,8.266666666666666,3.1,1.0333333333333332,0.0,20.36782945736434,Dec
3277,14,1,0.25524166666666664,3.9450333333333334,-3.5728333333333335,54.586,67.797,84.51096666666668,1.8669180555555556,0,30,0,0,6,11,4,1,0,56.40553333333333,70.0569,0.0,31.0,0.0,0.0,6.2,11.366666666666665,4.133333333333333,1.0333333333333332,0.0,25.110000000000003,Jan
3277,14,2,0.9981944444444444,5.078133333333333,-3.0782666666666665,33.083,97.69200000000001,79.30159027777778,2.1141694444444443,0,30,0,0,2,5,3,1,0,31.171537814536666,92.04757344188,0.0,28.2666667,0.0,0.0,1.8844444466666666,4.711111116666666,2.82666667,0.9422222233333333,0.0,31.341674687199227,Feb
3277,14,3,5.177573611111112,10.255366666666667,-0.005533333333333327,40.634,155.948,73.34671805555556,2.2164916666666667,0,13,0,0,1,5,3,1,0,41.98846666666667,161.1462666666667,0.0,13.433333333333334,0.0,0.0,1.0333333333333332,5.166666666666666,3.1,1.0333333333333332,0.0,43.6096196868009,Mar
