"iteration","adjusted_rand_index"
210,1
211,0.942044481242722
212,1
213,0.942196200762345
214,0.880504271408905
215,0.883620771883344
216,0.924149227671956
217,1
218,0.877994647068365
219,0.940363852455432
220,0.809190397535833
221,0.842292959732314
222,1
223,0.871167486412225
224,0.924738505397867
225,0.820667180490034
226,0.878558431150612
227,0.982814085371129
228,0.913633157639643
229,1
230,1
231,0.927252762229374
232,0.983438508280291
233,0.954951221918039
234,0.987304044509699
235,0.855885444815974
236,0.968771207293358
237,1
238,1
239,1
240,0.836172970602046
241,1
242,0.860438914912389
243,0.964256256145441
244,0.800936302397965
245,0.896555328404322
246,0.840976599767014
247,0.85555838167466
248,0.984260732016635
249,0.983262734706411
250,0.912017704963384
251,1
252,0.939272672459484
253,0.847058363995719
254,0.879744045159114
255,1
256,0.987386983391165
257,1
258,0.891898245092888
259,0.882784432408265
260,0.916733768963822
261,0.923121149184232
262,0.877616675178093
263,0.984338644575608
264,1
265,0.952115250583531
266,0.839829552419796
267,0.960881415714314
268,1
269,1
270,0.936431258873819
271,0.902328039866085
272,0.851135475040409
273,0.87607163405479
274,1
275,0.890050487876658
276,1
277,1
278,1
279,0.821880004912741
280,1
281,1
282,0.881658146797634
283,0.866853538892782
284,1
285,1
286,1
287,0.940642574884761
288,1
289,1
290,0.910918461195754
291,1
292,0.628538033707587
293,0.98305320667456
294,1
295,1
296,0.938346385151214
297,0.947398841123129
298,1
299,1
300,0.905869290479072
301,1
302,0.878660134442292
303,1
304,0.951317479228234
305,0.98582453272859
306,0.885152261630237
307,1
308,0.863638934849321
309,1
310,0.918220559045539
311,0.832371380367935
312,0.82254038894021
313,0.899670406213641
314,0.87360266412345
315,0.564978398631229
316,1
317,0.911005755050123
318,0.938463387597015
319,1
320,0.922895032776783
321,0.889583675156023
322,1
323,0.958663563242097
324,0.912624909682237
325,0.629702080797543
326,1
327,0.87861815509004
328,1
329,0.940392554257136
330,1
331,0.828791328434926
332,0.983304924963087
333,0.823319016512102
334,0.838578403929143
335,0.874945539310885
336,0.897757354423829
337,0.984238113887743
338,0.913611163335484
339,0.893703452945159
340,1
341,0.955991248138091
342,1
343,0.932332703429593
344,0.969051760220268
345,0.63421476005069
346,0.947664353304651
347,0.876224928035959
348,1
349,0.984075056090218
350,1
351,0.969113120061862
352,0.915333326909329
353,1
354,0.819713197685753
355,1
356,0.901212849961901
357,0.940077692244641
358,0.925594840923252
359,0.891953660085461
360,0.901279397753288
361,1
362,1
363,0.916206784361899
364,1
365,0.843758938275842
366,1
367,0.892164609887957
368,0.950048346841762
369,1
370,1
371,0.889825637095229
372,0.901523885741153
373,0.866286763359817
374,0.902259511551859
375,1
376,1
377,0.938832099170254
378,0.939736285626423
379,1
380,0.968882332015816
381,0.85078070274005
382,1
383,1
384,1
385,0.969356042118963
386,0.955722586751512
387,0.956296950794888
388,0.908799859014275
389,0.956002100375001
390,0.924161934420223
391,0.855957760282809
392,1
393,1
394,0.886738970219255
395,0.827182263234667
396,1
397,0.933169418040637
398,0.93861695293053
399,0.895989720909561
400,0.907144092943288
401,1
402,0.844687922941176
403,0.913887926657398
404,0.939558081590524
405,0.875277687351766
406,0.917599815269777
407,1
408,0.940111991945497
409,1
410,0.93917470400181
411,0.892781451124839
412,0.968974915911352
413,0.916250747577343
414,0.724929980117495
415,0.865977545601697
416,1
417,0.928047579478657
418,1
419,1
420,1
421,0.873902286320323
422,0.983774289375303
423,0.775619342665445
424,0.876323836475363
425,1
426,1
427,0.891416049852696
428,1
429,0.923212296233436
430,0.63509568346495
431,0.910867068156688
432,0.904087799067389
433,0.907366189719131
434,0.988731595368866
435,0.912033577754023
436,0.952612472924398
437,1
438,0.860402742012569
439,0.887357704716551
440,0.899396540203764
441,0.910032658598807
442,1
443,1
444,0.967984338130324
445,0.916468582456984
446,0.952072545065221
447,0.905510199440566
448,1
449,0.876463700143996
450,0.969281433926731
451,0.938653506301538
452,1
453,0.940000814318625
454,0.866492072709964
455,0.838645698480756
456,0.847431696703901
457,0.885082084225553
458,0.843266582189827
459,0.884766551635008
460,0.929131832049694
461,0.899399205846518
462,0.898041716569971
463,1
464,0.821704040753362
465,0.872357688396547
466,1
467,1
468,0.909959027244392
469,0.961531816878949
470,0.924678741227217
471,0.894557031882222
472,0.87082171461903
473,0.97907065488596
474,1
475,1
476,0.859730324165461
477,0.908422052913018
478,0.917148453733065
479,0.930152166963702
480,0.877364662024715
481,0.878808395396073
482,0.893367588735626
483,0.957850713056292
484,0.969093474597555
485,1
486,0.842684112257346
487,1
488,0.844834809239704
489,0.850203790075213
490,0.832773911042457
491,0.93665856826313
492,1
493,0.917023071775625
494,1
495,0.905809278886517
496,0.761669052511005
497,0.929023941136508
498,0.902462624538048
499,0.902962874002795
500,1
